asset_id,generator,zone,technology,cost_key,installed_capacity,p_min_mw,availability_factor,available_from_year,earliest_commissioning_year,fixed_commissioning_year,commissioning_type,commissioning_year_source,enabled,status,plant,plant_slug,tech,tech_name,plant_type,substation,region,edgs_scenario,edgs_earliest_commissioning_year,edgs_fixed_commissioning_year,topology,requires_hydro_asset,requires_vre_profile,commissioning_policy,builder_version
hydro_storage_southland_manapouri,hydro_storage,southland,hydro_storage,hydro_storage_southland_manapouri,800.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Manapōuri,manapouri,HydSC,"Hydro, schedulable",PELE,MAN,Southland,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
solar_southland_generic_solar_200mw+_43,solar,southland,solar,solar_southland_generic_solar_200mw+_43,200.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Generic,Generic solar (200MW+): 43,generic_solar_200mw+_43,Solar,Solar,PELE,INV,Southland,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_southland_generic_solar_<100_mw_62,solar,southland,solar,solar_southland_generic_solar_<100_mw_62,60.000000,0.000000,1.000000,2030,2030,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic solar (<100 MW): 62,generic_solar_<100_mw_62,Solar,Solar,PELE,EDN,Southland,Reference,2030,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_southland_generic_wind_no_43,wind,southland,wind,wind_southland_generic_wind_no_43,150.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 43,generic_wind_no_43,Wind,Wind,PELE,TWI,Southland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_southland_generic_wind_no_49,wind,southland,wind,wind_southland_generic_wind_no_49,100.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 49,generic_wind_no_49,Wind,Wind,PELE,TWI,Southland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_southland_generic_wind_no_52,wind,southland,wind,wind_southland_generic_wind_no_52,50.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 52,generic_wind_no_52,Wind,Wind,PELE,TWI,Southland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_southland_jericho_wind_farm,wind,southland,wind,wind_southland_jericho_wind_farm,35.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year,True,Announced,Jericho Wind Farm,jericho_wind_farm,Wind,Wind,PELE,NMA,Southland,Reference,2026,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_southland_kaiwera_downs_wind_stage_1,wind,southland,wind,wind_southland_kaiwera_downs_wind_stage_1,43.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Kaiwera Downs wind (Stage 1),kaiwera_downs_wind_stage_1,Wind,Wind,PELE,GOR,Southland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_southland_kaiwera_downs_wind_stage_2,wind,southland,wind,wind_southland_kaiwera_downs_wind_stage_2,155.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Kaiwera Downs wind (Stage 2),kaiwera_downs_wind_stage_2,Wind,Wind,PELE,GOR,Southland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_southland_southland_wind_farm,wind,southland,wind,wind_southland_southland_wind_farm,300.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Southland Wind Farm,southland_wind_farm,Wind,Wind,PELE,GOR,Southland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_southland_white_hill,wind,southland,wind,wind_southland_white_hill,58.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,White Hill,white_hill,Wind,Wind,PELE,TWI,Southland,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
ccgt_taranaki_taranaki_combined_cycle_tcc,ccgt,taranaki,ccgt,ccgt_taranaki_taranaki_combined_cycle_tcc,380.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Taranaki Combined Cycle (TCC),taranaki_combined_cycle_tcc,CCGT,Combined cycle gas turbine,PELE,SFD,Taranaki,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_cogeneration_taranaki_kapuni_cogeneration_plant,gas_cogeneration,taranaki,gas_cogeneration,gas_cogeneration_taranaki_kapuni_cogeneration_plant,25.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Kapuni cogeneration plant,kapuni_cogeneration_plant,GasCog,"Cogeneration, gas-fired",PCHP,KPA,Taranaki,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_cogeneration_taranaki_whareroa_cogeneration_plant,gas_cogeneration,taranaki,gas_cogeneration,gas_cogeneration_taranaki_whareroa_cogeneration_plant,70.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Whareroa cogeneration plant,whareroa_cogeneration_plant,GasCog,"Cogeneration, gas-fired",PCHP,HWA,Taranaki,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_peaker_taranaki_generic_ocgt_peaker_2_stratford,gas_peaker,taranaki,gas_peaker,gas_peaker_taranaki_generic_ocgt_peaker_2_stratford,100.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Generic,Generic OCGT peaker: 2 (Stratford),generic_ocgt_peaker_2_stratford,GasPkr,"Peaker, gas-fired OCGT",PELE,SFD,Taranaki,Reference,2025,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_peaker_taranaki_junction_road_power_plant,gas_peaker,taranaki,gas_peaker,gas_peaker_taranaki_junction_road_power_plant,100.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Junction Road power plant,junction_road_power_plant,GasPkr,"Peaker, gas-fired OCGT",PELE,NPL,Taranaki,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_peaker_taranaki_mckee_power_plant,gas_peaker,taranaki,gas_peaker,gas_peaker_taranaki_mckee_power_plant,100.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,McKee power plant,mckee_power_plant,GasPkr,"Peaker, gas-fired OCGT",PELE,SFD,Taranaki,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_peaker_taranaki_stratford_peaker,gas_peaker,taranaki,gas_peaker,gas_peaker_taranaki_stratford_peaker,210.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Stratford Peaker,stratford_peaker,GasPkr,"Peaker, gas-fired OCGT",PELE,SFD,Taranaki,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_storage_taranaki_patea,hydro_storage,taranaki,hydro_storage,hydro_storage_taranaki_patea,33.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Patea,patea,HydSC,"Hydro, schedulable",PELE,NPL,Taranaki,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
ocgt_taranaki_mangahewa_power_station,ocgt,taranaki,ocgt,ocgt_taranaki_mangahewa_power_station,9.600000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Mangahewa Power Station,mangahewa_power_station,OCGT,Open cycle gas turbine,PELE,SFD,Taranaki,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
solar_taranaki_generic_solar_101_200mw_85,solar,taranaki,solar,solar_taranaki_generic_solar_101_200mw_85,140.000000,0.000000,1.000000,2040,2040,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic solar (101-200MW): 85,generic_solar_101_200mw_85,Solar,Solar,PELE,CST,Taranaki,Reference,2040,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_taranaki_skinner_road_solar_farm,solar,taranaki,solar,solar_taranaki_skinner_road_solar_farm,32.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_announced,True,Announced,Skinner Road solar farm,skinner_road_solar_farm,Solar,Solar,PELE,SFD,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_taranaki_taranaki_solar_farm_meridian,solar,taranaki,solar,solar_taranaki_taranaki_solar_farm_meridian,150.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_announced,True,Announced,Taranaki solar farm (Meridian),taranaki_solar_farm_meridian,Solar,Solar,PELE,HUI,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_taranaki_three_streams_solar_farm,solar,taranaki,solar,solar_taranaki_three_streams_solar_farm,32.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Three Streams solar farm,three_streams_solar_farm,Solar,Solar,PELE,SFD,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_taranaki_waitara_solar_farm,solar,taranaki,solar,solar_taranaki_waitara_solar_farm,72.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Waitara solar farm,waitara_solar_farm,Solar,Solar,PELE,MNI,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_taranaki_opunake_solar_farm_energy_farms_ltd,solar,taranaki,solar,solar_taranaki_opunake_solar_farm_energy_farms_ltd,80.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Ōpunake solar farm (Energy Farms Ltd),opunake_solar_farm_energy_farms_ltd,Solar,Solar,PELE,OPK,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_taranaki_opunake_solar_farm_harmony_energy,solar,taranaki,solar,solar_taranaki_opunake_solar_farm_harmony_energy,75.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Ōpunake solar farm (Harmony Energy),opunake_solar_farm_harmony_energy,Solar,Solar,PELE,OPK,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_taranaki_generic_wind_no_72,wind,taranaki,wind,wind_taranaki_generic_wind_no_72,100.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 72,generic_wind_no_72,Wind,Wind,PELE,WVY,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_taranaki_generic_wind_no_74,wind,taranaki,wind,wind_taranaki_generic_wind_no_74,200.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 74,generic_wind_no_74,Wind,Wind,PELE,WVY,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_taranaki_taranaki_wind_meridian,wind,taranaki,wind,wind_taranaki_taranaki_wind_meridian,300.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_announced,True,Announced,Taranaki Wind (Meridian),taranaki_wind_meridian,Wind,Wind,PELE,OPK,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_taranaki_waipipi,wind,taranaki,wind,wind_taranaki_waipipi,133.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Waipipi,waipipi,Wind,Wind,PELE,WVY,Taranaki,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
ccgt_waikato_huntly_unit_5_e3p,ccgt,waikato,ccgt,ccgt_waikato_huntly_unit_5_e3p,403.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Huntly Unit 5 (e3p),huntly_unit_5_e3p,CCGT,Combined cycle gas turbine,PELE,HLY,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
coal_waikato_huntly_unit_1_coal,coal,waikato,coal,coal_waikato_huntly_unit_1_coal,200.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Huntly Unit 1 (Coal),huntly_unit_1_coal,Coal,Coal,PELE,HLY,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
coal_waikato_huntly_unit_2_coal,coal,waikato,coal,coal_waikato_huntly_unit_2_coal,200.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Huntly Unit 2 (Coal),huntly_unit_2_coal,Coal,Coal,PELE,HLY,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_peaker_waikato_generic_ocgt_peaker_1_huntly,gas_peaker,waikato,gas_peaker,gas_peaker_waikato_generic_ocgt_peaker_1_huntly,100.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Generic,Generic OCGT peaker: 1 (Huntly),generic_ocgt_peaker_1_huntly,GasPkr,"Peaker, gas-fired OCGT",PELE,HLY,Waikato,Reference,2025,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_peaker_waikato_generic_ocgt_peaker_6_huntly,gas_peaker,waikato,gas_peaker,gas_peaker_waikato_generic_ocgt_peaker_6_huntly,100.000000,0.000000,1.000000,2030,2030,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic OCGT peaker: 6 (Huntly),generic_ocgt_peaker_6_huntly,GasPkr,"Peaker, gas-fired OCGT",PELE,HLY,Waikato,Reference,2030,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
gas_peaker_waikato_generic_ocgt_peaker_8_huntly,gas_peaker,waikato,gas_peaker,gas_peaker_waikato_generic_ocgt_peaker_8_huntly,100.000000,0.000000,1.000000,2045,2045,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic OCGT peaker: 8 (Huntly),generic_ocgt_peaker_8_huntly,GasPkr,"Peaker, gas-fired OCGT",PELE,HLY,Waikato,Reference,2045,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_mokai,geothermal,waikato,geothermal,geothermal_waikato_mokai,113.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Mōkai,mokai,Geo,Geothermal,PELE,WKM,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_nga_awa_purua,geothermal,waikato,geothermal,geothermal_waikato_nga_awa_purua,140.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Ngā Awa Pūrua,nga_awa_purua,Geo,Geothermal,PELE,WRK,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_ngatamariki,geothermal,waikato,geothermal,geothermal_waikato_ngatamariki,85.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Ngātamariki,ngatamariki,Geo,Geothermal,PELE,OKI,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_ngatamariki_expansion,geothermal,waikato,geothermal,geothermal_waikato_ngatamariki_expansion,46.000000,0.000000,0.850000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Ngātamariki expansion,ngatamariki_expansion,Geo,Geothermal,PELE,WRK,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_poihipi_road,geothermal,waikato,geothermal,geothermal_waikato_poihipi_road,50.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Poihipi Road,poihipi_road,Geo,Geothermal,PELE,PPI,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_reporoa_stage_2,geothermal,waikato,geothermal,geothermal_waikato_reporoa_stage_2,25.000000,0.000000,0.850000,2040,2040,,flexible,edgs_earliest_commissioning_year,True,Generic,Reporoa: Stage 2,reporoa_stage_2,Geo,Geothermal,PELE,WRK,Waikato,Reference,2040,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_rotokawa,geothermal,waikato,geothermal,geothermal_waikato_rotokawa,34.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Rotokawa,rotokawa,Geo,Geothermal,PELE,WRK,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_tauhara_stage_1,geothermal,waikato,geothermal,geothermal_waikato_tauhara_stage_1,152.000000,0.000000,0.850000,2026,,2026,fixed,edgs_year_shifted_after_base_year,True,Under construction,Tauhara Stage 1,tauhara_stage_1,Geo,Geothermal,PELE,WRK,Waikato,Reference,,2024,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_tauhara_stage_1_expansion,geothermal,waikato,geothermal,geothermal_waikato_tauhara_stage_1_expansion,22.000000,0.000000,0.850000,2026,2026,,flexible,edgs_earliest_commissioning_year,True,Fully consented,Tauhara Stage 1 expansion,tauhara_stage_1_expansion,Geo,Geothermal,PELE,WRK,Waikato,Reference,2026,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_te_huka_binary,geothermal,waikato,geothermal,geothermal_waikato_te_huka_binary,28.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Te Huka (Binary),te_huka_binary,Geo,Geothermal,PELE,WRK,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_te_huka_unit_3,geothermal,waikato,geothermal,geothermal_waikato_te_huka_unit_3,51.400000,0.000000,0.850000,2026,,2026,fixed,edgs_year_shifted_after_base_year,True,Under construction,Te Huka Unit 3,te_huka_unit_3,Geo,Geothermal,PELE,WRK,Waikato,Reference,,2024,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_te_mihi,geothermal,waikato,geothermal,geothermal_waikato_te_mihi,166.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Te Mihi,te_mihi,Geo,Geothermal,PELE,WRK,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_te_mihi_expansion,geothermal,waikato,geothermal,geothermal_waikato_te_mihi_expansion,180.000000,0.000000,0.850000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Te Mihi (expansion),te_mihi_expansion,Geo,Geothermal,PELE,WRK,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_tokaanu_geothermal_stage_2,geothermal,waikato,geothermal,geothermal_waikato_tokaanu_geothermal_stage_2,100.000000,0.000000,0.850000,2040,2040,,flexible,edgs_earliest_commissioning_year,True,Generic,Tokaanu Geothermal (Stage 2),tokaanu_geothermal_stage_2,Geo,Geothermal,PELE,TKU,Waikato,Reference,2040,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_wairakei_a_and_b,geothermal,waikato,geothermal,geothermal_waikato_wairakei_a_and_b,117.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Wairākei A & B,wairakei_a_and_b,Geo,Geothermal,PELE,WRK,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_wairakei_binary,geothermal,waikato,geothermal,geothermal_waikato_wairakei_binary,14.400000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Wairākei Binary,wairakei_binary,Geo,Geothermal,PELE,WRK,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_wairakei_c_and_d,geothermal,waikato,geothermal,geothermal_waikato_wairakei_c_and_d,40.000000,0.000000,0.850000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Wairākei C & D,wairakei_c_and_d,Geo,Geothermal,PELE,WRK,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_atiamuri_geothermal,geothermal,waikato,geothermal,geothermal_waikato_atiamuri_geothermal,5.000000,0.000000,0.850000,2040,2040,,flexible,edgs_earliest_commissioning_year,True,Generic,Ātiamuri Geothermal,atiamuri_geothermal,Geo,Geothermal,PELE,WKM,Waikato,Reference,2040,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
geothermal_waikato_ohaaki,geothermal,waikato,geothermal,geothermal_waikato_ohaaki,50.000000,0.000000,0.850000,,,,existing,edgs_status_current,True,Current,Ōhaaki,ohaaki,Geo,Geothermal,PELE,OKI,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_storage_waikato_bunnythorpe_hydro_scheme,hydro_storage,waikato,hydro_storage,hydro_storage_waikato_bunnythorpe_hydro_scheme,360.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Bunnythorpe hydro scheme,bunnythorpe_hydro_scheme,HydSC,"Hydro, schedulable",PELE,TKU,Waikato,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_storage_waikato_waikato_river_hydro_scheme,hydro_storage,waikato,hydro_storage,hydro_storage_waikato_waikato_river_hydro_scheme,1095.500000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Waikato River hydro scheme,waikato_river_hydro_scheme,HydSC,"Hydro, schedulable",PELE,WKM,Waikato,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
ocgt_waikato_huntly_unit_1_gas,ocgt,waikato,ocgt,ocgt_waikato_huntly_unit_1_gas,50.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Huntly Unit 1 (Gas),huntly_unit_1_gas,OCGT,Open cycle gas turbine,PELE,HLY,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
ocgt_waikato_huntly_unit_2_gas,ocgt,waikato,ocgt,ocgt_waikato_huntly_unit_2_gas,50.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Huntly Unit 2 (Gas),huntly_unit_2_gas,OCGT,Open cycle gas turbine,PELE,HLY,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
ocgt_waikato_huntly_unit_6_p40,ocgt,waikato,ocgt,ocgt_waikato_huntly_unit_6_p40,50.800000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Huntly Unit 6 (P40),huntly_unit_6_p40,OCGT,Open cycle gas turbine,PELE,HLY,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
ocgt_waikato_waikato_power_plant,ocgt,waikato,ocgt,ocgt_waikato_waikato_power_plant,360.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Waikato Power Plant,waikato_power_plant,OCGT,Open cycle gas turbine,PELE,HTI,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
other_cogeneration_waikato_kinleith_cogeneration_plant,other_cogeneration,waikato,other_cogeneration,other_cogeneration_waikato_kinleith_cogeneration_plant,39.600000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Kinleith cogeneration plant,kinleith_cogeneration_plant,OthCog,"Cogeneration, other",ACHP,KIN,Waikato,Reference,,,14,False,False,status_first,2026-09-02-central-costs-scenarios-availability
solar_waikato_generic_solar_101_200mw_42,solar,waikato,solar,solar_waikato_generic_solar_101_200mw_42,100.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Generic,Generic solar (101-200MW): 42,generic_solar_101_200mw_42,Solar,Solar,PELE,ARI,Waikato,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_waikato_generic_solar_200mw+_29,solar,waikato,solar,solar_waikato_generic_solar_200mw+_29,200.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Generic,Generic solar (200MW+): 29,generic_solar_200mw+_29,Solar,Solar,PELE,HAM,Waikato,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_waikato_generic_solar_200mw+_75,solar,waikato,solar,solar_waikato_generic_solar_200mw+_75,200.000000,0.000000,1.000000,2030,2030,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic solar (200MW+): 75,generic_solar_200mw+_75,Solar,Solar,PELE,HLY,Waikato,Reference,2030,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_waikato_generic_solar_200mw+_81,solar,waikato,solar,solar_waikato_generic_solar_200mw+_81,200.000000,0.000000,1.000000,2030,2030,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic solar (200MW+): 81,generic_solar_200mw+_81,Solar,Solar,PELE,HAM,Waikato,Reference,2030,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_waikato_generic_solar_<100_mw_46,solar,waikato,solar,solar_waikato_generic_solar_<100_mw_46,60.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Generic,Generic solar (<100 MW): 46,generic_solar_<100_mw_46,Solar,Solar,PELE,HIN,Waikato,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_waikato_rangiriri_solar_farm,solar,waikato,solar,solar_waikato_rangiriri_solar_farm,130.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Rangiriri solar farm,rangiriri_solar_farm,Solar,Solar,PELE,MER,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_waikato_tauhei_solar_farm,solar,waikato,solar,solar_waikato_tauhei_solar_farm,147.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Tauhei solar farm,tauhei_solar_farm,Solar,Solar,PELE,WHU,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_waikato_waiterimu_solar_farm,solar,waikato,solar,solar_waikato_waiterimu_solar_farm,140.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Waiterimu solar farm,waiterimu_solar_farm,Solar,Solar,PELE,WAT,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_waikato_warenga_solar_farm,solar,waikato,solar,solar_waikato_warenga_solar_farm,180.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Warenga solar farm,warenga_solar_farm,Solar,Solar,PELE,HLY,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_waikato_generic_wind_no_20,wind,waikato,wind,wind_waikato_generic_wind_no_20,200.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 20,generic_wind_no_20,Wind,Wind,PELE,HLY,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_waikato_generic_wind_no_24,wind,waikato,wind,wind_waikato_generic_wind_no_24,300.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 24,generic_wind_no_24,Wind,Wind,PELE,WRK,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_waikato_generic_wind_no_55,wind,waikato,wind,wind_waikato_generic_wind_no_55,150.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 55,generic_wind_no_55,Wind,Wind,PELE,TKU,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_waikato_generic_wind_no_61,wind,waikato,wind,wind_waikato_generic_wind_no_61,10.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 61,generic_wind_no_61,Wind,Wind,PELE,WRK,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
